Order Date,Product Name,Category,Region,Quantity,Unit Price,Unit Cost,Sales,Profit,Margin_profit
5/13/2024,Bed,Furniture,East,2,53,49,106,8,0.075471698
10/17/2024,Mouse,Accessories,South,4,989,181,3956,3232,0.816986855
10/15/2024,Tablet,Electronics,North,9,356,124,3204,2088,0.651685393
10/16/2024,Bookshelf,Furniture,West,10,879,702,8790,1770,0.201365188
10/18/2024,Keyboard,Accessories,South,9,41,12,369,261,0.707317073
8/6/2024,Table,Furniture,North,8,110,35,880,600,0.681818182
2/13/2024,Laptop,Electronics,North,5,461,253,2305,1040,0.451193059
7/19/2024,Smartphone,Electronics,North,9,821,776,7389,405,0.054811206
3/10/2024,USB Cable,Accessories,West,8,194,78,1552,928,0.597938144
2/17/2024,Headphones,Accessories,East,9,41,25,369,144,0.390243902
7/5/2024,Smartwatch,Electronics,East,7,903,703,6321,1400,0.221483942
12/25/2024,Sofa,Furniture,East,3,857,179,2571,2034,0.791131855
6/21/2024,Smartwatch,Electronics,East,2,661,109,1322,1104,0.835098336
12/3/2024,Speaker,Accessories,West,5,588,561,2940,135,0.045918367
7/9/2024,Router,Electronics,East,5,996,505,4980,2455,0.492971888
10/23/2024,USB Cable,Accessories,North,3,955,333,2865,1866,0.651308901
7/17/2024,Office Chair,Furniture,East,8,184,105,1472,632,0.429347826
4/7/2024,Camera,Electronics,West,3,127,57,381,210,0.551181102
10/12/2024,Printer,Electronics,West,2,672,577,1344,190,0.141369048
7/3/2024,Charger,Accessories,South,6,290,24,1740,1596,0.917241379
1/28/2024,Headphones,Accessories,North,2,520,302,1040,436,0.419230769
1/26/2024,Desk,Furniture,North,9,204,173,1836,279,0.151960784
11/22/2024,Headphones,Accessories,South,2,636,594,1272,84,0.066037736
8/19/2024,Keyboard,Accessories,North,8,197,114,1576,664,0.421319797
1/25/2024,Bed,Furniture,East,5,85,30,425,275,0.647058824
5/24/2024,Monitor,Electronics,North,10,582,577,5820,50,0.008591065
6/15/2024,Office Chair,Furniture,North,2,374,170,748,408,0.545454545
9/28/2024,Smartwatch,Electronics,West,4,90,22,360,272,0.755555556
4/15/2024,Router,Electronics,South,1,473,189,473,284,0.600422833
11/17/2024,Mouse,Accessories,West,7,738,416,5166,2254,0.436314363
6/26/2024,Table,Furniture,South,9,572,365,5148,1863,0.361888112
5/19/2024,Table,Furniture,West,7,503,69,3521,3038,0.862823062
3/14/2024,Bed,Furniture,South,6,928,134,5568,4764,0.855603448
7/15/2024,Bookshelf,Furniture,South,8,937,461,7496,3808,0.508004269
7/18/2024,Desk,Furniture,East,6,488,443,2928,270,0.092213115
7/12/2024,Mouse,Accessories,South,9,662,554,5958,972,0.163141994
2/26/2024,Sofa,Furniture,West,4,234,213,936,84,0.08974359
12/21/2024,Sofa,Furniture,West,8,761,130,6088,5048,0.829172142
2/11/2024,Monitor,Electronics,East,1,862,495,862,367,0.42575406
3/8/2024,Smartphone,Electronics,West,6,867,487,5202,2280,0.438292964
4/1/2024,Bookshelf,Furniture,South,10,844,682,8440,1620,0.191943128
10/10/2024,Camera,Electronics,North,2,852,366,1704,972,0.570422535
11/17/2024,Keyboard,Accessories,South,10,554,337,5540,2170,0.391696751
8/14/2024,Speaker,Accessories,West,6,358,36,2148,1932,0.899441341
12/17/2024,Speaker,Accessories,South,5,66,20,330,230,0.696969697
8/1/2024,Table,Furniture,North,5,283,276,1415,35,0.024734982
1/18/2024,Sofa,Furniture,West,5,192,107,960,425,0.442708333
6/7/2024,Charger,Accessories,South,1,745,607,745,138,0.185234899
7/14/2024,Charger,Accessories,West,1,967,812,967,155,0.160289555
1/19/2024,Tablet,Electronics,North,10,978,823,9780,1550,0.158486708
11/5/2024,Router,Electronics,East,2,568,184,1136,768,0.676056338
1/15/2024,Tablet,Electronics,North,3,998,603,2994,1185,0.395791583
12/9/2024,Bookshelf,Furniture,West,6,552,98,3312,2724,0.822463768
9/21/2024,Charger,Accessories,East,9,677,494,6093,1647,0.270310192
4/2/2024,Office Chair,Furniture,East,4,883,711,3532,688,0.194790487
8/23/2024,Monitor,Electronics,South,9,495,391,4455,936,0.21010101
2/18/2024,Laptop,Electronics,West,1,267,213,267,54,0.202247191
11/22/2024,USB Cable,Accessories,West,1,203,157,203,46,0.226600985
5/6/2024,Tablet,Electronics,East,4,551,450,2204,404,0.183303085
12/22/2024,Office Chair,Furniture,South,6,759,124,4554,3810,0.836627141
6/9/2024,Table,Furniture,West,5,405,88,2025,1585,0.782716049
9/2/2024,Laptop,Electronics,West,10,487,277,4870,2100,0.431211499
2/23/2024,Speaker,Accessories,South,2,406,11,812,790,0.972906404
10/15/2024,Tablet,Electronics,East,8,716,455,5728,2088,0.36452514
2/26/2024,Desk,Furniture,North,2,778,120,1556,1316,0.845758355
1/29/2024,Office Chair,Furniture,South,8,785,736,6280,392,0.062420382
11/5/2024,Bed,Furniture,West,5,864,212,4320,3260,0.75462963
10/31/2024,Office Chair,Furniture,East,2,792,705,1584,174,0.109848485
10/14/2024,Smartphone,Electronics,East,10,779,671,7790,1080,0.138639281
1/12/2024,Table,Furniture,North,10,711,696,7110,150,0.021097046
12/5/2024,Camera,Electronics,South,6,767,671,4602,576,0.125162973
5/22/2024,Bed,Furniture,North,6,766,584,4596,1092,0.237597911
7/1/2024,Mouse,Accessories,West,6,463,39,2778,2544,0.915766739
9/21/2024,Office Chair,Furniture,East,1,70,10,70,60,0.857142857
4/10/2024,Office Chair,Furniture,West,9,30,16,270,126,0.466666667
1/27/2024,Smartphone,Electronics,North,3,289,216,867,219,0.252595156
9/15/2024,Headphones,Accessories,South,1,708,407,708,301,0.425141243
8/22/2024,Printer,Electronics,North,7,752,268,5264,3388,0.643617021
7/18/2024,Keyboard,Accessories,East,2,701,150,1402,1102,0.786019971
11/3/2024,Mouse,Accessories,North,9,430,426,3870,36,0.009302326
5/14/2024,Router,Electronics,West,9,504,414,4536,810,0.178571429
11/3/2024,Headphones,Accessories,South,3,827,442,2481,1155,0.465538089
2/15/2024,Table,Furniture,South,5,349,138,1745,1055,0.604584527
5/15/2024,Charger,Accessories,South,6,619,511,3714,648,0.17447496
4/18/2024,Laptop,Electronics,East,2,825,668,1650,314,0.19030303
7/27/2024,Bookshelf,Furniture,East,1,958,736,958,222,0.231732777
5/31/2024,Office Chair,Furniture,East,6,80,56,480,144,0.3
9/28/2024,Smartphone,Electronics,West,6,404,387,2424,102,0.042079208
7/16/2024,Monitor,Electronics,North,2,542,97,1084,890,0.82103321
8/27/2024,Sofa,Furniture,West,9,634,613,5706,189,0.033123028
2/12/2024,Speaker,Accessories,West,1,586,289,586,297,0.506825939
5/11/2024,Headphones,Accessories,South,5,981,445,4905,2680,0.546381244
4/30/2024,Tablet,Electronics,West,4,602,114,2408,1952,0.810631229
11/13/2024,Mouse,Accessories,South,7,160,40,1120,840,0.75
3/14/2024,Table,Furniture,West,10,508,159,5080,3490,0.687007874
11/9/2024,Speaker,Accessories,North,2,349,106,698,486,0.696275072
6/27/2024,Router,Electronics,South,3,720,557,2160,489,0.226388889
5/31/2024,Mouse,Accessories,East,5,488,363,2440,625,0.256147541
5/1/2024,Camera,Electronics,East,3,951,269,2853,2046,0.717139853
2/20/2024,Camera,Electronics,South,7,333,215,2331,826,0.354354354
10/23/2024,Printer,Electronics,North,9,580,172,5220,3672,0.703448276
6/1/2024,Table,Furniture,South,2,18,5,36,26,0.722222222
1/22/2024,Desk,Furniture,North,2,301,189,602,224,0.372093023
7/29/2024,Keyboard,Accessories,North,8,343,5,2744,2704,0.985422741
9/16/2024,USB Cable,Accessories,South,3,35,8,105,81,0.771428571
8/27/2024,Bed,Furniture,South,3,503,13,1509,1470,0.97415507
6/2/2024,Office Chair,Furniture,West,1,376,358,376,18,0.04787234
2/10/2024,Monitor,Electronics,North,7,609,147,4263,3234,0.75862069
2/13/2024,Camera,Electronics,West,2,912,843,1824,138,0.075657895
5/18/2024,Desk,Furniture,South,3,497,339,1491,474,0.317907445
3/27/2024,Speaker,Accessories,South,1,372,279,372,93,0.25
12/3/2024,Keyboard,Accessories,East,9,298,158,2682,1260,0.469798658
4/9/2024,Desk,Furniture,North,6,296,186,1776,660,0.371621622
1/22/2024,Desk,Furniture,West,7,511,355,3577,1092,0.305283757
10/26/2024,Sofa,Furniture,North,8,283,256,2264,216,0.09540636
1/17/2024,Keyboard,Accessories,North,10,313,51,3130,2620,0.837060703
8/5/2024,Sofa,Furniture,East,6,295,63,1770,1392,0.786440678
2/18/2024,Printer,Electronics,East,1,897,762,897,135,0.150501672
11/8/2024,Camera,Electronics,West,7,901,209,6307,4844,0.768035516
12/19/2024,Charger,Accessories,North,9,263,251,2367,108,0.045627376
3/18/2024,Mouse,Accessories,North,4,895,761,3580,536,0.14972067
3/22/2024,Office Chair,Furniture,North,8,890,146,7120,5952,0.835955056
6/22/2024,Mouse,Accessories,North,10,658,256,6580,4020,0.610942249
4/11/2024,Desk,Furniture,North,5,187,100,935,435,0.465240642
11/23/2024,Monitor,Electronics,East,5,585,155,2925,2150,0.735042735
2/5/2024,Mouse,Accessories,West,3,443,204,1329,717,0.539503386
11/26/2024,Monitor,Electronics,North,3,94,56,282,114,0.404255319
3/3/2024,Charger,Accessories,North,10,378,73,3780,3050,0.806878307
6/6/2024,Printer,Electronics,South,10,121,92,1210,290,0.239669421
1/10/2024,Bookshelf,Furniture,East,9,918,390,8262,4752,0.575163399
11/28/2024,Speaker,Accessories,North,8,883,222,7064,5288,0.748584371
10/9/2024,USB Cable,Accessories,East,9,733,584,6597,1341,0.203274216
5/22/2024,Laptop,Electronics,South,6,565,503,3390,372,0.109734513
1/6/2024,Bookshelf,Furniture,South,8,740,629,5920,888,0.15
4/29/2024,Charger,Accessories,East,3,732,222,2196,1530,0.696721311
5/17/2024,Office Chair,Furniture,West,10,694,669,6940,250,0.036023055
10/20/2024,Printer,Electronics,North,5,460,226,2300,1170,0.508695652
8/7/2024,Smartphone,Electronics,East,5,760,184,3800,2880,0.757894737
2/11/2024,Bookshelf,Furniture,North,4,698,363,2792,1340,0.479942693
2/20/2024,Keyboard,Accessories,South,4,439,296,1756,572,0.325740319
8/22/2024,Router,Electronics,North,3,461,23,1383,1314,0.95010846
3/2/2024,Sofa,Furniture,West,6,171,29,1026,852,0.830409357
5/28/2024,Camera,Electronics,North,10,504,28,5040,4760,0.944444444
8/2/2024,Speaker,Accessories,South,7,785,621,5495,1148,0.208917197
10/26/2024,Sofa,Furniture,South,3,351,40,1053,933,0.886039886
9/23/2024,Smartphone,Electronics,West,4,772,256,3088,2064,0.668393782
4/19/2024,Router,Electronics,South,2,760,757,1520,6,0.003947368
3/15/2024,Speaker,Accessories,North,7,239,159,1673,560,0.334728033
11/11/2024,Mouse,Accessories,North,9,735,138,6615,5373,0.812244898
6/21/2024,Printer,Electronics,East,5,39,10,195,145,0.743589744
6/16/2024,USB Cable,Accessories,South,7,80,46,560,238,0.425
4/13/2024,USB Cable,Accessories,East,7,475,276,3325,1393,0.418947368
6/26/2024,Laptop,Electronics,East,7,462,413,3234,343,0.106060606
5/31/2024,Monitor,Electronics,East,2,903,53,1806,1700,0.941306755
9/29/2024,Charger,Accessories,West,7,371,291,2597,560,0.215633423
6/22/2024,USB Cable,Accessories,East,1,30,26,30,4,0.133333333
7/29/2024,Mouse,Accessories,North,8,976,489,7808,3896,0.49897541
2/19/2024,USB Cable,Accessories,West,5,478,267,2390,1055,0.441422594
2/10/2024,USB Cable,Accessories,South,3,703,389,2109,942,0.446657183
11/22/2024,Table,Furniture,South,4,163,89,652,296,0.45398773
10/2/2024,Smartphone,Electronics,East,2,123,55,246,136,0.552845528
8/30/2024,USB Cable,Accessories,West,9,983,356,8847,5643,0.637843337
1/16/2024,Router,Electronics,West,7,915,483,6405,3024,0.472131148
11/25/2024,Mouse,Accessories,East,6,690,233,4140,2742,0.662318841
12/2/2024,Tablet,Electronics,West,4,602,594,2408,32,0.013289037
10/14/2024,Monitor,Electronics,East,5,195,175,975,100,0.102564103
12/29/2024,Camera,Electronics,West,8,790,321,6320,3752,0.593670886
1/21/2024,Desk,Furniture,West,6,951,275,5706,4056,0.710830705
11/5/2024,Router,Electronics,South,9,781,442,7029,3051,0.434058899
3/13/2024,Keyboard,Accessories,East,6,176,101,1056,450,0.426136364
4/16/2024,Monitor,Electronics,West,7,384,314,2688,490,0.182291667
11/4/2024,Laptop,Electronics,West,5,245,107,1225,690,0.563265306
7/1/2024,Sofa,Furniture,South,7,83,30,581,371,0.638554217
4/30/2024,Speaker,Accessories,North,10,415,267,4150,1480,0.356626506
2/7/2024,Keyboard,Accessories,West,6,218,186,1308,192,0.146788991
9/25/2024,Speaker,Accessories,North,2,849,547,1698,604,0.355712603
12/6/2024,USB Cable,Accessories,North,10,417,242,4170,1750,0.419664269
5/4/2024,Monitor,Electronics,North,1,352,91,352,261,0.741477273
9/29/2024,Mouse,Accessories,South,10,386,48,3860,3380,0.875647668
5/24/2024,Keyboard,Accessories,West,1,515,329,515,186,0.361165049
8/6/2024,Printer,Electronics,East,3,561,381,1683,540,0.320855615
9/27/2024,Sofa,Furniture,East,4,894,389,3576,2020,0.564876957
9/3/2024,Smartwatch,Electronics,West,10,199,196,1990,30,0.015075377
4/4/2024,Laptop,Electronics,West,8,921,873,7368,384,0.052117264
1/28/2024,Office Chair,Furniture,East,10,616,387,6160,2290,0.371753247
6/23/2024,Bookshelf,Furniture,South,7,896,453,6272,3101,0.494419643
10/8/2024,Smartwatch,Electronics,West,7,314,40,2198,1918,0.872611465
6/29/2024,Smartphone,Electronics,West,7,816,77,5712,5173,0.905637255
8/2/2024,Laptop,Electronics,North,9,22,13,198,81,0.409090909
4/12/2024,Bookshelf,Furniture,East,4,402,143,1608,1036,0.644278607
2/24/2024,Bed,Furniture,West,7,641,202,4487,3073,0.684867395
11/1/2024,Router,Electronics,North,1,132,109,132,23,0.174242424
1/17/2024,Mouse,Accessories,West,1,202,159,202,43,0.212871287
9/10/2024,Laptop,Electronics,East,7,847,358,5929,3423,0.577331759
7/6/2024,Headphones,Accessories,East,4,219,125,876,376,0.429223744
2/6/2024,Smartphone,Electronics,South,5,990,54,4950,4680,0.945454545
10/28/2024,Table,Furniture,South,1,878,802,878,76,0.086560364
1/10/2024,Smartphone,Electronics,South,2,179,37,358,284,0.793296089
2/14/2024,Sofa,Furniture,North,2,473,6,946,934,0.987315011
8/9/2024,Laptop,Electronics,East,9,985,16,8865,8721,0.983756345
11/7/2024,Printer,Electronics,West,6,23,14,138,54,0.391304348
5/28/2024,Smartphone,Electronics,East,7,385,58,2695,2289,0.849350649
12/22/2024,Sofa,Furniture,South,7,315,61,2205,1778,0.806349206
12/17/2024,Laptop,Electronics,North,1,110,44,110,66,0.6
6/17/2024,Bookshelf,Furniture,North,6,671,539,4026,792,0.196721311
8/9/2024,Headphones,Accessories,South,10,18,7,180,110,0.611111111
6/24/2024,Smartphone,Electronics,East,7,694,228,4858,3262,0.671469741
6/28/2024,Table,Furniture,South,1,947,323,947,624,0.658922914
4/4/2024,Mouse,Accessories,South,1,889,651,889,238,0.267716535
11/15/2024,Printer,Electronics,East,3,703,70,2109,1899,0.900426743
6/26/2024,Desk,Furniture,East,8,743,298,5944,3560,0.598923284
6/6/2024,Bookshelf,Furniture,North,4,20,19,80,4,0.05
11/27/2024,Mouse,Accessories,East,8,775,184,6200,4728,0.762580645
12/22/2024,Monitor,Electronics,East,4,132,27,528,420,0.795454545
1/23/2024,Bookshelf,Furniture,East,1,947,894,947,53,0.055966209
1/8/2024,Tablet,Electronics,East,5,279,255,1395,120,0.086021505
1/1/2024,Printer,Electronics,West,7,393,374,2751,133,0.048346056
2/7/2024,Charger,Accessories,East,3,619,313,1857,918,0.494345719
6/25/2024,Office Chair,Furniture,East,2,106,28,212,156,0.735849057
4/30/2024,Laptop,Electronics,West,10,175,64,1750,1110,0.634285714
3/19/2024,Router,Electronics,North,2,918,405,1836,1026,0.558823529
8/10/2024,USB Cable,Accessories,South,8,557,324,4456,1864,0.418312388
3/6/2024,Router,Electronics,East,3,347,227,1041,360,0.345821326
12/29/2024,Headphones,Accessories,East,3,467,174,1401,879,0.627408994
5/27/2024,Sofa,Furniture,East,9,499,281,4491,1962,0.436873747
4/5/2024,Desk,Furniture,North,6,45,37,270,48,0.177777778
9/17/2024,Camera,Electronics,South,10,994,302,9940,6920,0.696177062
2/28/2024,Sofa,Furniture,South,7,625,299,4375,2282,0.5216
8/29/2024,Charger,Accessories,East,3,634,235,1902,1197,0.629337539
2/11/2024,Keyboard,Accessories,South,2,562,156,1124,812,0.722419929
5/17/2024,Table,Furniture,South,9,219,46,1971,1557,0.789954338
9/17/2024,Tablet,Electronics,East,7,627,27,4389,4200,0.956937799
5/29/2024,Charger,Accessories,East,10,842,636,8420,2060,0.244655582
3/11/2024,USB Cable,Accessories,West,1,111,76,111,35,0.315315315
5/6/2024,USB Cable,Accessories,North,8,603,121,4824,3856,0.79933665
1/7/2024,Monitor,Electronics,East,5,128,95,640,165,0.2578125
4/9/2024,Office Chair,Furniture,East,9,600,374,5400,2034,0.376666667
7/10/2024,Table,Furniture,North,2,792,200,1584,1184,0.747474747
1/1/2024,Keyboard,Accessories,West,2,347,315,694,64,0.09221902
4/4/2024,Table,Furniture,North,1,523,433,523,90,0.17208413
8/19/2024,Charger,Accessories,East,7,960,263,6720,4879,0.726041667
5/18/2024,Laptop,Electronics,West,10,75,51,750,240,0.32
10/9/2024,USB Cable,Accessories,East,6,919,601,5514,1908,0.346028292
11/29/2024,Camera,Electronics,East,5,769,276,3845,2465,0.641092328
3/7/2024,Desk,Furniture,East,1,231,121,231,110,0.476190476
7/21/2024,Speaker,Accessories,North,6,727,490,4362,1422,0.325997249
2/16/2024,Mouse,Accessories,West,2,773,152,1546,1242,0.803363519
7/5/2024,Headphones,Accessories,South,7,642,202,4494,3080,0.685358255
8/7/2024,Keyboard,Accessories,South,3,40,17,120,69,0.575
7/11/2024,Mouse,Accessories,East,7,73,55,511,126,0.246575342
9/1/2024,Printer,Electronics,West,9,96,6,864,810,0.9375
11/13/2024,Office Chair,Furniture,East,7,465,184,3255,1967,0.604301075
3/19/2024,Keyboard,Accessories,North,10,452,426,4520,260,0.057522124
12/10/2024,Printer,Electronics,South,1,791,574,791,217,0.274336283
11/20/2024,Keyboard,Accessories,South,10,925,583,9250,3420,0.36972973
10/19/2024,Smartphone,Electronics,East,3,462,356,1386,318,0.229437229
5/23/2024,Table,Furniture,East,3,995,555,2985,1320,0.442211055
5/14/2024,Desk,Furniture,East,10,275,17,2750,2580,0.938181818
5/23/2024,Sofa,Furniture,West,3,835,833,2505,6,0.00239521
9/28/2024,USB Cable,Accessories,North,8,367,131,2936,1888,0.643051771
3/14/2024,Laptop,Electronics,South,6,736,519,4416,1302,0.294836957
7/16/2024,Camera,Electronics,East,5,483,432,2415,255,0.105590062
2/17/2024,Bookshelf,Furniture,East,4,204,29,816,700,0.857843137
11/1/2024,Office Chair,Furniture,North,6,351,286,2106,390,0.185185185
1/20/2024,USB Cable,Accessories,West,8,143,139,1144,32,0.027972028
2/7/2024,Keyboard,Accessories,North,5,629,21,3145,3040,0.966613672
8/24/2024,Sofa,Furniture,North,9,389,272,3501,1053,0.300771208
2/28/2024,Charger,Accessories,North,5,932,569,4660,1815,0.389484979
5/13/2024,Smartphone,Electronics,North,4,223,120,892,412,0.461883408
10/4/2024,Monitor,Electronics,North,9,905,209,8145,6264,0.769060773
2/16/2024,Desk,Furniture,East,3,931,408,2793,1569,0.561761547
11/16/2024,Charger,Accessories,North,2,167,49,334,236,0.706586826
3/12/2024,USB Cable,Accessories,South,4,792,170,3168,2488,0.785353535
1/30/2024,Router,Electronics,West,7,955,557,6685,2786,0.416753927
5/31/2024,Speaker,Accessories,South,3,896,339,2688,1671,0.621651786
12/23/2024,Sofa,Furniture,West,7,146,95,1022,357,0.349315068
8/25/2024,Smartwatch,Electronics,South,9,376,276,3384,900,0.265957447
3/3/2024,Sofa,Furniture,West,8,622,520,4976,816,0.163987138
12/21/2024,Office Chair,Furniture,East,8,895,490,7160,3240,0.452513966
12/13/2024,Sofa,Furniture,North,5,115,61,575,270,0.469565217
5/16/2024,Camera,Electronics,West,5,960,197,4800,3815,0.794791667
8/11/2024,Smartwatch,Electronics,West,9,374,221,3366,1377,0.409090909
6/23/2024,Laptop,Electronics,South,4,283,124,1132,636,0.561837456
11/23/2024,Router,Electronics,East,8,789,154,6312,5080,0.804816223
9/9/2024,Keyboard,Accessories,South,2,390,332,780,116,0.148717949
2/22/2024,Desk,Furniture,North,6,27,8,162,114,0.703703704
6/20/2024,Tablet,Electronics,East,4,611,323,2444,1152,0.471358429
4/13/2024,Monitor,Electronics,East,2,470,256,940,428,0.455319149
9/12/2024,Smartwatch,Electronics,East,6,27,17,162,60,0.37037037
6/24/2024,USB Cable,Accessories,North,3,756,491,2268,795,0.350529101
11/29/2024,Tablet,Electronics,North,2,903,842,1806,122,0.067552602
8/15/2024,Headphones,Accessories,South,8,426,379,3408,376,0.110328638
1/8/2024,Sofa,Furniture,South,5,996,832,4980,820,0.164658635
4/7/2024,Camera,Electronics,North,7,259,62,1813,1379,0.760617761
10/30/2024,USB Cable,Accessories,North,2,291,38,582,506,0.869415808
7/23/2024,Table,Furniture,South,5,960,535,4800,2125,0.442708333
9/19/2024,Office Chair,Furniture,East,4,51,7,204,176,0.862745098
9/18/2024,Speaker,Accessories,South,1,79,61,79,18,0.227848101
12/17/2024,Sofa,Furniture,South,8,427,54,3416,2984,0.8735363
5/5/2024,Charger,Accessories,North,4,184,43,736,564,0.766304348
10/29/2024,Speaker,Accessories,West,2,995,433,1990,1124,0.564824121
7/21/2024,Smartphone,Electronics,North,9,252,91,2268,1449,0.638888889
10/15/2024,Table,Furniture,East,2,482,87,964,790,0.819502075
12/26/2024,Camera,Electronics,South,3,444,298,1332,438,0.328828829
8/18/2024,USB Cable,Accessories,South,7,292,63,2044,1603,0.784246575
6/6/2024,Headphones,Accessories,South,4,677,549,2708,512,0.189069424
7/7/2024,Charger,Accessories,South,2,129,45,258,168,0.651162791
8/2/2024,Bookshelf,Furniture,East,2,500,44,1000,912,0.912
6/24/2024,Sofa,Furniture,North,4,874,6,3496,3472,0.993135011
6/11/2024,Charger,Accessories,West,1,399,98,399,301,0.754385965
9/12/2024,Table,Furniture,East,5,634,606,3170,140,0.044164038
10/21/2024,Smartphone,Electronics,East,6,911,684,5466,1362,0.249176729
4/9/2024,Camera,Electronics,East,4,172,44,688,512,0.744186047
1/8/2024,Laptop,Electronics,West,10,865,334,8650,5310,0.613872832
4/25/2024,Headphones,Accessories,North,8,548,90,4384,3664,0.835766423
1/7/2024,Keyboard,Accessories,South,2,892,695,1784,394,0.220852018
10/1/2024,Table,Furniture,South,6,86,50,516,216,0.418604651
11/18/2024,Table,Furniture,North,4,155,120,620,140,0.225806452
6/30/2024,Camera,Electronics,South,2,842,526,1684,632,0.375296912
6/11/2024,Table,Furniture,South,3,135,86,405,147,0.362962963
3/18/2024,Table,Furniture,South,10,669,530,6690,1390,0.207772795
8/29/2024,Speaker,Accessories,South,5,571,525,2855,230,0.08056042
8/14/2024,Speaker,Accessories,South,3,527,314,1581,639,0.404174573
7/19/2024,Camera,Electronics,North,9,657,56,5913,5409,0.914764079
8/19/2024,Charger,Accessories,North,3,205,175,615,90,0.146341463
5/18/2024,Monitor,Electronics,West,3,655,420,1965,705,0.358778626
5/22/2024,Laptop,Electronics,West,4,175,103,700,288,0.411428571
12/14/2024,Charger,Accessories,West,10,787,120,7870,6670,0.847522236
1/30/2024,Smartphone,Electronics,East,6,79,55,474,144,0.303797468
5/8/2024,Speaker,Accessories,East,10,667,225,6670,4420,0.662668666
6/28/2024,Speaker,Accessories,West,9,520,46,4680,4266,0.911538462
10/13/2024,Laptop,Electronics,East,1,392,198,392,194,0.494897959
10/12/2024,USB Cable,Accessories,North,2,522,70,1044,904,0.865900383
11/5/2024,Printer,Electronics,South,8,84,69,672,120,0.178571429
5/18/2024,Charger,Accessories,West,9,282,112,2538,1530,0.602836879
2/26/2024,Tablet,Electronics,West,10,699,294,6990,4050,0.579399142
9/10/2024,Sofa,Furniture,West,4,987,642,3948,1380,0.349544073
3/8/2024,Camera,Electronics,North,10,202,185,2020,170,0.084158416
10/16/2024,Router,Electronics,East,8,848,398,6784,3600,0.530660377
11/1/2024,Smartphone,Electronics,South,4,22,9,88,52,0.590909091
12/7/2024,Keyboard,Accessories,South,3,639,459,1917,540,0.281690141
7/10/2024,Bed,Furniture,South,2,93,66,186,54,0.290322581
5/21/2024,Tablet,Electronics,South,7,828,607,5796,1547,0.266908213
4/26/2024,Headphones,Accessories,North,6,825,93,4950,4392,0.887272727
3/19/2024,Laptop,Electronics,South,10,336,276,3360,600,0.178571429
12/10/2024,Headphones,Accessories,North,2,892,220,1784,1344,0.753363229
4/28/2024,Monitor,Electronics,East,2,103,55,206,96,0.466019417
5/20/2024,Speaker,Accessories,South,5,842,143,4210,3495,0.830166271
10/24/2024,Charger,Accessories,West,6,827,211,4962,3696,0.744860943
11/28/2024,Camera,Electronics,North,6,904,654,5424,1500,0.276548673
12/16/2024,Smartwatch,Electronics,North,8,555,466,4440,712,0.16036036
12/11/2024,Sofa,Furniture,South,7,465,125,3255,2380,0.731182796
7/10/2024,Smartwatch,Electronics,North,5,197,30,985,835,0.847715736
11/18/2024,Tablet,Electronics,East,3,436,257,1308,537,0.410550459
10/4/2024,Headphones,Accessories,East,3,808,327,2424,1443,0.59529703
2/6/2024,Printer,Electronics,South,10,674,188,6740,4860,0.721068249
9/25/2024,Charger,Accessories,South,2,915,743,1830,344,0.187978142
11/28/2024,Smartphone,Electronics,West,4,163,127,652,144,0.220858896
6/2/2024,USB Cable,Accessories,West,5,571,531,2855,200,0.070052539
6/3/2024,Table,Furniture,East,4,234,185,936,196,0.209401709
8/10/2024,Sofa,Furniture,East,3,69,21,207,144,0.695652174
5/18/2024,Printer,Electronics,North,7,736,468,5152,1876,0.364130435
8/6/2024,Bed,Furniture,East,1,644,118,644,526,0.816770186
4/25/2024,Bookshelf,Furniture,West,3,136,105,408,93,0.227941176
2/9/2024,Tablet,Electronics,South,1,597,277,597,320,0.5360134
4/16/2024,Charger,Accessories,South,4,591,123,2364,1872,0.791878173
11/5/2024,Camera,Electronics,North,4,114,67,456,188,0.412280702
5/3/2024,Router,Electronics,West,1,164,67,164,97,0.591463415
6/9/2024,Mouse,Accessories,South,5,879,373,4395,2530,0.575654152
11/15/2024,Keyboard,Accessories,West,2,620,272,1240,696,0.561290323
12/17/2024,Monitor,Electronics,West,7,59,14,413,315,0.762711864
11/23/2024,Router,Electronics,South,1,122,103,122,19,0.155737705
1/1/2024,Office Chair,Furniture,South,4,731,553,2924,712,0.243502052
3/1/2024,Bookshelf,Furniture,East,6,69,46,414,138,0.333333333
4/11/2024,Desk,Furniture,East,2,660,625,1320,70,0.053030303
9/18/2024,Sofa,Furniture,West,7,482,481,3374,7,0.002074689
11/23/2024,Bed,Furniture,West,8,279,173,2232,848,0.379928315
5/17/2024,Laptop,Electronics,South,9,560,79,5040,4329,0.858928571
2/12/2024,Camera,Electronics,West,9,239,205,2151,306,0.142259414
5/12/2024,Printer,Electronics,East,5,175,10,875,825,0.942857143
3/2/2024,Sofa,Furniture,North,9,968,355,8712,5517,0.633264463
9/20/2024,Router,Electronics,North,7,157,54,1099,721,0.656050955
7/18/2024,Tablet,Electronics,West,3,466,225,1398,723,0.517167382
2/23/2024,Smartwatch,Electronics,West,7,682,371,4774,2177,0.45601173
1/22/2024,Speaker,Accessories,South,4,526,252,2104,1096,0.520912548
4/21/2024,Router,Electronics,East,5,902,351,4510,2755,0.610864745
5/24/2024,Desk,Furniture,East,10,814,45,8140,7690,0.944717445
